Tarih,Açıklama,Tutar,Bakiye,desc,cleaned_descs,category,subcategory,raw_answers,refined_answer,by_bank_pattern,by_keyword_rule,identifier
17/06/24,"Para Çekme, Yurtdışında ATM'den para çekme, 218.78
USD, işlem kuru 33.598000 TL.",7350.57,"17.067,37 TL","Para Çekme, Yurtdışında ATM'den para çekme, 218.78
USD, işlem kuru 33.598000 TL.","Para Çekme, Yurtdışında ATM'den para çekme, 218.78
USD.",Cash Withdraw,Cash Withdraw,from cache,from cache,True,False,Yurtdışında ATM'den para çekme
17/06/24,"Masraf/Ücret, Yurtdışında ATM'den para çekme komisyon.",100.79,"16.966,58 TL","Masraf/Ücret, Yurtdışında ATM'den para çekme komisyon.","Masraf/Ücret, Yurtdışında ATM'den para çekme komisyon.",Cash Withdraw,Cash Withdraw,from cache,from cache,True,False,
17/06/24,"Masraf/Ücret, Yurtdışında ATM'den para çekme BSMV.",5.04,"16.961,54 TL","Masraf/Ücret, Yurtdışında ATM'den para çekme BSMV.","Masraf/Ücret, Yurtdışında ATM'den para çekme BSMV.",Cash Withdraw,Cash Withdraw,from cache,from cache,True,False,
17/06/24,"Encard Harcaması, Gipermarket Gippo Minsk BY,
0.46 USD, işlem kuru 33.593000 TL",15.45,"16.946,09 TL","Encard Harcaması, Gipermarket Gippo Minsk BY,
0.46 USD, işlem kuru 33.593000 TL","Encard Harcaması, Gipermarket Gippo Minsk BY,
",Uncategorized,Uncategorized,from cache,from cache,False,False,Gipermarket Gippo Minsk BY
17/06/24,"Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, 2.19 USD, işlem kuru 33.593000 TL",73.57,"16.872,52 TL","Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, 2.19 USD, işlem kuru 33.593000 TL","Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, ",Food & Dining,Coffee,from cache,from cache,False,True,"KOFEYNYA PARAGRAF PARI MINSK
BY"
17/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.34 USD, işlem kuru 33.575500 TL",78.57,"16.793,95 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.34 USD, işlem kuru 33.575500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
17/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.13 USD, işlem kuru 33.575500 TL",71.52,"16.722,43 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.13 USD, işlem kuru 33.575500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
17/06/24,"Encard Harcaması, GRAND CAFE MINSK
BY, 37.81 USD, işlem kuru 33.575500 TL",1269.49,"15.452,94 TL","Encard Harcaması, GRAND CAFE MINSK
BY, 37.81 USD, işlem kuru 33.575500 TL","Encard Harcaması, GRAND CAFE MINSK
BY, ",Uncategorized,Uncategorized,"You've provided a detailed framework for classifying expenses. To help me accurately classify your records, please provide the specific string you want me to analyze.  

For example, you can give me a record like:

* ""Netflix subscription payment"" 
* ""Bought new headphones from Amazon""
* ""Gym membership fee""


Once you give me the string, I'll apply the rules and categories you've defined to determine the main category and subcategory.  
",I understand. Please provide the text you want me to analyze. I will then use the rules and categories you have defined to extract the main category and subcategory and provide you with the answer in the specified format.,False,False,"GRAND CAFE MINSK
BY"
17/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.91 USD, işlem kuru 33.575500 TL",131.28,"15.321,66 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.91 USD, işlem kuru 33.575500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
18/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
8.25 USD, işlem kuru 33.571000 TL",276.96,"15.044,70 TL","Encard Harcaması, YANDEX.GO MINSK BY,
8.25 USD, işlem kuru 33.571000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
18/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.03 USD, işlem kuru 33.455000 TL",101.37,"14.943,33 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.03 USD, işlem kuru 33.455000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
18/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.12 USD, işlem kuru 33.355000 TL",70.71,"14.872,62 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.12 USD, işlem kuru 33.355000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
18/06/24,"Encard Harcaması, Gipermarket Gippo Minsk BY,
0.36 USD, işlem kuru 33.355000 TL",12.01,"14.860,61 TL","Encard Harcaması, Gipermarket Gippo Minsk BY,
0.36 USD, işlem kuru 33.355000 TL","Encard Harcaması, Gipermarket Gippo Minsk BY,
",Uncategorized,Uncategorized,from cache,from cache,False,False,Gipermarket Gippo Minsk BY
18/06/24,"Encard Harcaması, APPLE.COM/BILL APPLE.COM/BIL
IE, 31.99 TRY, işlem kuru 33.330000 TL",31.99,"14.828,62 TL","Encard Harcaması, APPLE.COM/BILL APPLE.COM/BIL
IE, 31.99 TRY, işlem kuru 33.330000 TL","Encard Harcaması, APPLE.COM/BILL APPLE.COM/BIL
IE, 31.99 TRY",Uncategorized,Uncategorized,from cache,from cache,False,False,"APPLE.COM/BILL APPLE.COM/BIL
IE"
18/06/24,"Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, 2.03 USD, işlem kuru 33.345000 TL",67.69,"14.760,93 TL","Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, 2.03 USD, işlem kuru 33.345000 TL","Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, ",Food & Dining,Coffee,from cache,from cache,False,True,"KOFEYNYA PARAGRAF PARI MINSK
BY"
18/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.11 USD, işlem kuru 33.320000 TL",103.63,"14.657,30 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.11 USD, işlem kuru 33.320000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
18/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.64 USD, işlem kuru 33.304000 TL",87.92,"14.569,38 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.64 USD, işlem kuru 33.304000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, SHOP ""EUROOPT PRIME"" MINSK
BY, 13.43 USD, işlem kuru 33.304000 TL",447.27,"14.122,11 TL","Encard Harcaması, SHOP ""EUROOPT PRIME"" MINSK
BY, 13.43 USD, işlem kuru 33.304000 TL","Encard Harcaması, SHOP ""EUROOPT PRIME"" MINSK
BY, ",Uncategorized,Uncategorized,from cache,from cache,False,False,"SHOP ""EUROOPT PRIME"" MINSK
BY"
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.61 USD, işlem kuru 33.240000 TL",120.0,"14.002,11 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.61 USD, işlem kuru 33.240000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.70 USD, işlem kuru 33.290000 TL",89.88,"13.912,23 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.70 USD, işlem kuru 33.290000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, CTRLF.PLUS +16478049329
CA, 10.00 USD, işlem kuru 33.290000 TL",332.9,"13.579,33 TL","Encard Harcaması, CTRLF.PLUS +16478049329
CA, 10.00 USD, işlem kuru 33.290000 TL","Encard Harcaması, CTRLF.PLUS +16478049329
CA, ",Uncategorized,Uncategorized,"You've provided a detailed classification structure.  

**To help me classify your records, please provide the string you want me to analyze.** 

For example: 

""Record: APPLE music subscription payment"" 


Once you give me the record, I will:

1. **Identify the Main Category:** Determine the broad category it falls under (like ""Health Insurance,"" ""Shopping,"" ""Entertainment,"" etc.).
2. **Determine the Subcategory:** Narrow down the classification to a specific subcategory within that main category. 




Let's get classifying! 
","I understand the instructions and am ready to receive the record you want me to analyze. Please provide the string you would like me to analyze, and I will provide the answer in the specified format.",False,False,"CTRLF.PLUS +16478049329
CA"
19/06/24,"Encard Harcaması, COFFEE LAVAZZA Minsk
BY, 2.42 USD, işlem kuru 33.290000 TL",80.56,"13.498,77 TL","Encard Harcaması, COFFEE LAVAZZA Minsk
BY, 2.42 USD, işlem kuru 33.290000 TL","Encard Harcaması, COFFEE LAVAZZA Minsk
BY, ",Uncategorized,Uncategorized,"Okay, I understand. 

You've provided a detailed hierarchical classification structure with rules for each category and subcategory.  I will use this information to classify text strings into their corresponding main categories and subcategories. 

Please provide me with the string you want me to classify, and I'll do my best! 
",I understand. Please provide me with the text you want me to classify.,False,False,"COFFEE LAVAZZA Minsk
BY"
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.42 USD, işlem kuru 33.270000 TL",80.51,"13.418,26 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.42 USD, işlem kuru 33.270000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, 2.04 USD, işlem kuru 33.270000 TL",67.87,"13.350,39 TL","Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, 2.04 USD, işlem kuru 33.270000 TL","Encard Harcaması, KOFEYNYA PARAGRAF PARI MINSK
BY, ",Food & Dining,Coffee,from cache,from cache,False,True,"KOFEYNYA PARAGRAF PARI MINSK
BY"
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
4.05 USD, işlem kuru 33.270000 TL",134.74,"13.215,65 TL","Encard Harcaması, YANDEX.GO MINSK BY,
4.05 USD, işlem kuru 33.270000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, I.-SHOP WWW.PZZ.BY PAR g.p.
MACHULI BY, 10.33 USD, işlem kuru 33.270000 TL",343.68,"12.871,97 TL","Encard Harcaması, I.-SHOP WWW.PZZ.BY PAR g.p.
MACHULI BY, 10.33 USD, işlem kuru 33.270000 TL","Encard Harcaması, I.-SHOP WWW.PZZ.BY PAR g.p.
MACHULI BY, ",Food & Dining,Restaurants,from cache,from cache,False,True,"I.-SHOP WWW.PZZ.BY PAR g.p.
MACHULI BY"
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
2.03 USD, işlem kuru 33.267500 TL",67.53,"12.804,44 TL","Encard Harcaması, YANDEX.GO MINSK BY,
2.03 USD, işlem kuru 33.267500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
1.08 USD, işlem kuru 33.267500 TL",35.93,"12.768,51 TL","Encard Harcaması, YANDEX.GO MINSK BY,
1.08 USD, işlem kuru 33.267500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
1.23 USD, işlem kuru 33.267500 TL",40.92,"12.727,59 TL","Encard Harcaması, YANDEX.GO MINSK BY,
1.23 USD, işlem kuru 33.267500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.61 USD, işlem kuru 33.267500 TL",120.1,"12.607,49 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.61 USD, işlem kuru 33.267500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
19/06/24,"Encard Harcaması, GRAND CAFE MINSK
BY, 28.17 USD, işlem kuru 33.267500 TL",937.15,"11.670,34 TL","Encard Harcaması, GRAND CAFE MINSK
BY, 28.17 USD, işlem kuru 33.267500 TL","Encard Harcaması, GRAND CAFE MINSK
BY, ",Uncategorized,Uncategorized,from cache,from cache,False,False,"GRAND CAFE MINSK
BY"
20/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.48 USD, işlem kuru 33.267500 TL",115.77,"11.554,57 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.48 USD, işlem kuru 33.267500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
20/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
3.61 USD, işlem kuru 33.104500 TL",119.51,"11.435,06 TL","Encard Harcaması, YANDEX.GO MINSK BY,
3.61 USD, işlem kuru 33.104500 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
20/06/24,"Encard Harcaması, YANDEX.GO MINSK BY,
18.20 USD, işlem kuru 33.130000 TL",602.97,"10.832,09 TL","Encard Harcaması, YANDEX.GO MINSK BY,
18.20 USD, işlem kuru 33.130000 TL","Encard Harcaması, YANDEX.GO MINSK BY,
",Transportation,Taxi,from cache,from cache,False,True,YANDEX.GO MINSK BY
20/06/24,"Encard Harcaması, RBO ""BURGER KING"" MINSK
BY, 0.36 USD, işlem kuru 33.260000 TL",11.97,"10.820,12 TL","Encard Harcaması, RBO ""BURGER KING"" MINSK
BY, 0.36 USD, işlem kuru 33.260000 TL","Encard Harcaması, RBO ""BURGER KING"" MINSK
BY, ",Uncategorized,Uncategorized,"This is a great start to defining a classification system for expense records.  Let's break down how you can approach this task given the structure you've provided. 

**Understanding the Structure**

Your hierarchy clearly defines categories and subcategories, making it easier to apply rules.

* **Main Categories:** These are your broad groups (e.g., Health Insurance, Shopping, Entertainment).
* **Subcategories:**  These provide more specific breakdowns within each main category (e.g., under ""Shopping,"" you have ""Clothes"" and ""Technology Items"").

**The Classification Process**

1. **Keyword Analysis:** Start by looking for keywords in the expense record that directly match a subcategory. For example:
   * ""Netflix subscription"" ->  Main Category: Subscriptions, Subcategory: Subscriptions 
2. **Text-Based Rules:** If keywords aren't conclusive, apply the text-based rules provided within each subcategory. Pay close attention to these examples:

   *  **Shopping > Technology Items:** 
      * ""APPLE bill $35"" -> Not an item (less than $40)
      * ""Getir receipt $60"" -> Item (more than $50)

3. **Contextual Clues:** Sometimes, the surrounding text can provide valuable hints:
   * ""Paid for a gym membership"" -> Main Category: Personal Care, Subcategory: Fitness 


**Example Application**

Let's try classifying these records:

* **Record:** ""Starbucks coffee and pastry""
    * **Main Category:** Food & Dining
    * **Subcategory:** Coffee  
* **Record:** ""Monthly Amazon Prime membership""
    * **Main Category:** Subscriptions
    * **Subcategory:** Subscriptions 


**Important Notes:**

* **Ambiguity:** Some records might be ambiguous. In these cases, you'll need to make a judgment based on the most likely interpretation.  Consider adding rules to handle common ambiguities.
* **Refinement:** As you classify more records, you'll likely identify areas where your rules need to be refined or expanded.

Let me know if you want to practice classifying more examples!","{
 'category': 'Food & Dining',
 'subcategory': 'Coffee'
}

{
 'category': 'Subscriptions',
 'subcategory': 'Subscriptions'
}

{
 'category': 'Personal Care',
 'subcategory': 'Fitness'
}",False,False,"RBO ""BURGER KING"" MINSK
BY"
20/06/24,"Diğer, HAVAIST 20 ISTANBUL TR",198.0,"10.622,12 TL","Diğer, HAVAIST 20 ISTANBUL TR","Diğer, HAVAIST 20 ISTANBUL TR",Uncategorized,Uncategorized,"Okay, I'm ready to classify your records.  

Please provide the string record you want me to analyze. 

For example:

""Netflix subscription payment"" 


I will then give you the Main Category and Subcategory based on the provided rules.  
","Sure, here's an example:

**Input:**

```
""Netflix subscription payment""
```

**Output:**

```
{'category': 'Subscription', 'subcategory': 'Netflix'}
```",False,False,HAVAIST 20 ISTANBUL TR
20/06/24,"Gelen Transfer, ENES ESVET KUZUCU, ENES ESVET
KUZUCU",-9500.0,"20.122,12 TL","Gelen Transfer, ENES ESVET KUZUCU, ENES ESVET
KUZUCU","Gelen Transfer, ENES ESVET KUZUCU, ENES ESVET
KUZUCU",Outgoing P2P Transfers,Outgoing Money,from cache,from cache,True,False,"Gelen Transfer, ENES ESVET KUZUCU"
20/06/24,"Giden Transfer, Hasan Tezcan, Bireysel Ödeme, EFT
(FAST) sorgu no: 1783855850",10675.0,"9.447,12 TL","Giden Transfer, Hasan Tezcan, Bireysel Ödeme, EFT
(FAST) sorgu no: 1783855850","Giden Transfer, Hasan Tezcan, Bireysel Ödeme, EFT
(FAST) sorgu no: 1783855850",Outgoing P2P Transfers,Outgoing Money,.,.,True,False,"Giden Transfer, Hasan Tezcan"
21/06/24,"Encard Harcaması, APPLE.COM/BILL APPLE.COM/BIL
IE, 19.99 TRY, işlem kuru 33.695000 TL",19.99,"9.427,13 TL","Encard Harcaması, APPLE.COM/BILL APPLE.COM/BIL
IE, 19.99 TRY, işlem kuru 33.695000 TL","Encard Harcaması, APPLE.COM/BILL APPLE.COM/BIL
IE, 19.99 TRY",Uncategorized,Uncategorized,from cache,from cache,False,False,"APPLE.COM/BILL APPLE.COM/BIL
IE"
21/06/24,"Diğer, BEYLIKDUZU WHITE CORNER MISTANBUL TR",946.74,"8.480,39 TL","Diğer, BEYLIKDUZU WHITE CORNER MISTANBUL TR","Diğer, BEYLIKDUZU WHITE CORNER MISTANBUL TR",Uncategorized,Uncategorized,"Okay, I'm ready to classify your records. 

Please provide me with a string record, and I will identify the main category and subcategory based on the rules you've provided.  
","Sure, here's an example of a record for classification:

{
  ""category"": ""Entertainment"",
  ""subcategory"": ""Movies""
}

This record indicates that the main category is ""Entertainment"" and the subcategory is ""Movies"".",False,False,BEYLIKDUZU WHITE CORNER MISTANBUL TR
21/06/24,"Encard Harcaması, CANAN ARSLAN ISTANBUL
TRTR Pos satış",781.0,"7.699,39 TL","Encard Harcaması, CANAN ARSLAN ISTANBUL
TRTR Pos satış","Encard Harcaması, CANAN ARSLAN ISTANBUL
TRTR Pos satış",Entertainment,Movies,"Okay, I'm ready to classify expense strings.  

Please provide me with a string like the examples you gave, and I'll do my best to determine the Main Category and Subcategory based on your provided rules. 


Let's get started! 
","{ 'category': 'Entertainment', 'subcategory': 'Movies' }",False,False,"CANAN ARSLAN ISTANBUL
TRTR Pos satış"
21/06/24,"Diğer, YILDIZ ECZANESI Istanbul TR",220.77,"7.478,62 TL","Diğer, YILDIZ ECZANESI Istanbul TR","Diğer, YILDIZ ECZANESI Istanbul TR",Shopping,Technology Items,"This is a great framework for building a text classification system!  

It looks like you're laying the groundwork for a system that can automatically categorize spending records. Here's how I understand your structure and how we can approach the task of identifying main categories and subcategories:

**Understanding Your Structure:**

* **Main Categories:** You have a set of high-level categories (Health Insurance, Shopping, Personal Care, etc.) These act as the initial groupings for your spending.
* **Subcategories:** Each main category is further divided into more specific subcategories (e.g., under ""Shopping,"" you have ""Clothes"" and ""Technology Items""). This granularity allows for more precise categorization.
* **Rules:** The ""rules"" section provides additional context and logic for certain subcategories. These rules often use keywords or patterns in the text to make finer distinctions.

**How to Approach Classification:**

1. **Keyword Matching:**  Start by looking for keywords within the spending record that directly match those listed in your main categories and subcategories.
2. **Textual Pattern Recognition:** If keywords aren't immediately clear, look for common phrases or patterns associated with each category (e.g., ""monthly subscription,"" ""gym membership,"" ""online purchase"").
3. **Rule Application:** When you have a potential subcategory, carefully examine the ""rules"" associated with it. Apply any keyword or pattern-based rules to confirm the classification.

**Example using your provided data:**

**Record:** ""APPLE Store Purchase - $35 headphones""

1. **Keyword Matching:**  ""APPLE Store"" strongly suggests the ""Technology Items"" subcategory.
2. **Textual Pattern Recognition:** ""Purchase - Headphones"" further reinforces this. 
3. **Rule Application:**  The rule states that if an APPLE purchase is less than $40, it's not an item but a subscription. However, in this case, the headphones are a physical good, so the rule doesn't apply.

**Final Classification:**

* **Main Category:** Shopping
* **Subcategory:** Technology Items


Let me know if you have more examples you'd like to classify! 
","{
  'category': 'Shopping',
  'subcategory': 'Technology Items'
}",False,False,YILDIZ ECZANESI Istanbul TR
22/06/24,"Encard Harcaması, PARAM/YEMEK SEPETI ISTANBUL
TR",720.0,"6.758,62 TL","Encard Harcaması, PARAM/YEMEK SEPETI ISTANBUL
TR","Encard Harcaması, PARAM/YEMEK SEPETI ISTANBUL
TR",Uncategorized,Uncategorized,"Okay, I understand the task.  

I'm ready to classify your records. Please provide me with a string record, and I will identify the main category and subcategory based on the rules you've provided. 


Let's get started!  
","I understand the task. Please provide me with a string record, and I will identify the main category and subcategory based on the rules you've provided.

**Example:**

```
""This is a photo of a dog. It is a pets category and a photography subcategory.""
```

**Output:**

```
{
  ""category"": ""pets"",
  ""subcategory"": ""photography""
}
```

**Note:** I will remove the words ""like"", ""likely"", and other irrelevant information.",False,False,"PARAM/YEMEK SEPETI ISTANBUL
TR"
23/06/24,"Encard Harcaması, OPENAI *CHATGPT SUBSCR
+14158799686 US, 20.00 USD, işlem kuru 33.780000 TL",675.6,"6.083,02 TL","Encard Harcaması, OPENAI *CHATGPT SUBSCR
+14158799686 US, 20.00 USD, işlem kuru 33.780000 TL","Encard Harcaması, OPENAI *CHATGPT SUBSCR
+14158799686 US, ",Uncategorized,Uncategorized,"Okay, I understand. Please provide me with the string record you'd like me to classify. I'll do my best to identify the main category and subcategory based on your provided rules.  
","I understand. Please provide me with the string record you'd like me to classify. I'll do my best to identify the main category and subcategory based on your provided rules.  

**Example:**
```
{
  'category': 'sports',
  'subcategory': 'football'
}
```

**Please provide the text record you would like me to classify.**",False,False,"OPENAI *CHATGPT SUBSCR
+14158799686 US"
23/06/24,"Gelen Transfer, ENES ESVET KUZUCU, ENES ESVET
KUZUCU",-10000.0,"16.083,02 TL","Gelen Transfer, ENES ESVET KUZUCU, ENES ESVET
KUZUCU","Gelen Transfer, ENES ESVET KUZUCU, ENES ESVET
KUZUCU",Outgoing P2P Transfers,Outgoing Money,from cache,from cache,True,False,"Gelen Transfer, ENES ESVET KUZUCU"
23/06/24,"Giden Transfer, Göktuğ Sevgil,",8250.0,"7.833,02 TL","Giden Transfer, Göktuğ Sevgil,","Giden Transfer, Göktuğ Sevgil,",Uncategorized,Uncategorized,"Okay, I understand. 

Please provide me with the string record that you want me to classify into a main category and subcategory.  I will do my best to follow your instructions and the rules you've provided. 


For example, you can give me a string like:

""Netflix subscription fee"" 
""Bought new headphones from Amazon""
""Paid rent for April"" 


Let's get started! 
","I understand. Please provide me with the text you would like me to classify.

**Example Text:**

""Netflix subscription fee""

**Output:**

{ 'category': 'Entertainment', 'subcategory': 'Subscription Services' }",False,False,"Giden Transfer, Göktuğ Sevgil"
23/06/24,"Diğer, SBUX IST ESENYURT MARMAR ISTANBUL TR",200.0,"7.633,02 TL","Diğer, SBUX IST ESENYURT MARMAR ISTANBUL TR","Diğer, SBUX IST ESENYURT MARMAR ISTANBUL TR",Uncategorized,Uncategorized,"You're asking me to categorize expense strings based on your provided rules.  

I can do that! Please give me an expense string, and I will identify the main category and subcategory for you. 

For example, you could give me:

* ""Netflix subscription""
* ""Dinner at Italian restaurant""
* ""Apple iPhone purchase""


Let's get started!  
","I understand. Please provide me with an expense string, and I will categorize it based on the rules you have provided.",False,False,SBUX IST ESENYURT MARMAR ISTANBUL TR
23/06/24,"Diğer, SALON DIVA ISTANBUL TR",920.0,"6.713,02 TL","Diğer, SALON DIVA ISTANBUL TR","Diğer, SALON DIVA ISTANBUL TR",Uncategorized,Uncategorized,"You've provided a detailed categorization framework! 

To effectively use it, please provide me with the **string record** you want to classify. I'll then:

1.  **Identify the Main Category:** Analyze the string based on your categories (e.g., Health Insurance, Shopping, Entertainment, etc.).
2.  **Determine the Subcategory:** Delve deeper into the string to pinpoint the specific subcategory within the identified main category. 
3.  **Present my answer:** Clearly state both the Main Category and Subcategory for the given record.


Let's get started! Give me your first record. 😊 
",I understand the instructions and am ready to receive your text for analysis. Please provide the string record you would like me to process.,False,False,SALON DIVA ISTANBUL TR
23/06/24,"Diğer, REFIK CAKIR ISTANBUL TR",180.0,"6.533,02 TL","Diğer, REFIK CAKIR ISTANBUL TR","Diğer, REFIK CAKIR ISTANBUL TR",Uncategorized,Uncategorized,"Okay, I'm ready to classify your records.  

Please provide the string record you want me to analyze, and I'll give you the main category and subcategory. 


Let's do this! 
","Sure, I can assist you in analyzing a text and extracting the main category and subcategory. Please provide the text you would like me to analyze, and I will provide you with the specified format.

**Example:**

**Input Text:**

> This is a sample text about the weather. It is about a sunny day, and the temperature is expected to be around 70 degrees Fahrenheit.

**Output Format:**

```
{'category': 'weather', 'subcategory': 'weather_conditions'}
```

**Note:** I will remove any extra words and focus on the main category and subcategory.",False,False,REFIK CAKIR ISTANBUL TR
24/06/24,"Giden Transfer, Bensu kayacan, Bireysel Ödeme, EFT
(FAST) sorgu no: 1791016328",6000.0,"533,02 TL","Giden Transfer, Bensu kayacan, Bireysel Ödeme, EFT
(FAST) sorgu no: 1791016328","Giden Transfer, Bensu kayacan, Bireysel Ödeme, EFT
(FAST) sorgu no: 1791016328",Outgoing P2P Transfers,Outgoing Money,.,.,True,False,"Giden Transfer, Bensu kayacan"
24/06/24,"Gelen Transfer, ENES ESVET KUZUCU, Bireysel Ödeme",-12000.0,"12.533,02 TL","Gelen Transfer, ENES ESVET KUZUCU, Bireysel Ödeme","Gelen Transfer, ENES ESVET KUZUCU, Bireysel Ödeme",Outgoing P2P Transfers,Outgoing Money,from cache,from cache,True,False,"Gelen Transfer, ENES ESVET KUZUCU"
24/06/24,"Diğer, REFIK CAKIR ISTANBUL TR",22.5,"12.510,52 TL","Diğer, REFIK CAKIR ISTANBUL TR","Diğer, REFIK CAKIR ISTANBUL TR",Uncategorized,Uncategorized,from cache,from cache,False,False,REFIK CAKIR ISTANBUL TR
25/06/24,"Diğer, MADUR GIDA ISTANBUL TR",310.0,"12.200,52 TL","Diğer, MADUR GIDA ISTANBUL TR","Diğer, MADUR GIDA ISTANBUL TR",Uncategorized,Uncategorized,"Okay, I understand the task.  

Give me a string record, and I'll do my best to identify the main category and subcategory based on the provided rules. 


Let's get started!  
","Sure. Here's a string record for you to analyze:

```
This is a description of a photograph of a sunset over the ocean.
```

Based on the given rules, the main category would be ""Image"" and the subcategory would be ""Sunset"".",False,False,MADUR GIDA ISTANBUL TR
26/06/24,"Diğer, SBUX IST ESENYURT MARMAR ISTANBUL TR",114.0,"12.086,52 TL","Diğer, SBUX IST ESENYURT MARMAR ISTANBUL TR","Diğer, SBUX IST ESENYURT MARMAR ISTANBUL TR",Uncategorized,Uncategorized,from cache,from cache,False,False,SBUX IST ESENYURT MARMAR ISTANBUL TR
